Country	StockCode	Description	Sum of Revenue	TopValue
United Kingdom	90058A	CRYSTAL STUD EARRINGS CLEAR DISPLAY	123.12	0
United Kingdom	47518f	ICON PLACEMAT POP ART ELVIS	122.85	0
United Kingdom	20837	FRENCH FLORAL CUSHION COVER	122.55	0
United Kingdom	22877	NUMBER TILE COTTAGE GARDEN 9	122.51	0
United Kingdom	23430	BLUE RETRO KITCHEN WALL CLOCK	122.25	0
United Kingdom	84877D	BLUE ROUND COMPACT MIRROR	122.18	0
United Kingdom	85086A	CANDY SPOT HEART DECORATION	122.08	0
United Kingdom	84218	BOX/12 CHICK & EGG IN BASKET	121.71	0
United Kingdom	37333	"RETRO ""TEA FOR ONE"""	120.99	0
United Kingdom	37467	PIG MUG IN TWO COLOUR DESIGNS	120.91	0
United Kingdom	22888	NUMBER TILE VINTAGE FONT 9	120.85	0
United Kingdom	20845	ZINC HEART LATTICE 2 WALL PLANTER	120.65	0
United Kingdom	90116	FRUIT SALAD BAG CHARM	120.32	0
United Kingdom	23438	GIFT BAG LARGE SPOT	120	0
United Kingdom	35972	DAISY FOLKART HEART DECORATION	120	0
United Kingdom	90124B	BLUE MURANO TWIST NECKLACE	119.89	0
United Kingdom	22543	MINI JIGSAW BAKE A CAKE	119.88	0
United Kingdom	23694	PAISLEY PARK CARD	119.78	0
United Kingdom	23209	LUNCH BAG VINTAGE DOILEY	119.63	0
United Kingdom	90181B	AMETHYST GLASS/SHELL/PEARL NECKLACE	119.33	0
United Kingdom	21117	BLOND DOLL DOORSTOP	119.25	0
United Kingdom	10080	GROOVY CACTUS INFLATABLE	119.09	0
United Kingdom	16054	POPART RECT PENCIL SHARPENER ASST	118.92	0
United Kingdom	84507B	STRIPES DESIGN MONKEY DOLL	118.73	0
United Kingdom	90129B	TURQUOISE GLASS TASSLE BAG CHARM	118.43	0
United Kingdom	22408	MONEY BOX CONFECTIONERY DESIGN	118.4	0
United Kingdom	90184A	AMBER CHUNKY BEAD BRACELET W STRAP	117.73	0
United Kingdom	23545	WRAP RED DOILEY	117.6	0
United Kingdom	21814	HEART T-LIGHT HOLDER	117.57	0
United Kingdom	35912B	WHITE/PINK CHICK DECORATION	117.37	0
United Kingdom	84741C	CITRUS GARLAND FELT FLOWERS	117	0
United Kingdom	23359	SET OF 12 T-LIGHTS VINTAGE DOILEY	117	0
United Kingdom	51020A	SUMMER FUN DESIGN SHOWER CAP	116.33	0
United Kingdom	46000U	POLYESTER FILLER PAD 30CMx30CM	116.25	0
United Kingdom	23081	GREEN METAL BOX TOP SECRET	115.5	0
United Kingdom	17107D	FLOWER FAIRY 5 DRAWER LINERS	114.75	0
United Kingdom	90148	LONG SILVER NECKLACE PASTEL FLOWER	114.48	0
United Kingdom	90122C	TURQUOISE CRYSTAL+GLASS BRACELET	114.25	0
United Kingdom	23535	WALL ART BICYCLE SAFTEY	114.15	0
United Kingdom	21637	ASSORTED SANSKRIT MINI NOTEBOOK	113.75	0
United Kingdom	37343	POLKADOT MUG PINK	113.4	0
United Kingdom	84925F	PSYCHEDELIC WALL THERMOMETER	112.48	0
United Kingdom	90096	NECKLACE+BRACELET SET BLUE BLOSSOM	112.21	0
United Kingdom	47503H	ASS FLORAL PRINT SPIRIT LEVEL	112.02	0
United Kingdom	84809A	WHITE CHRYSANTHEMUMS ART FLOWER	111.3	0
United Kingdom	20836	FRENCH PAISLEY CUSHION COVER	111.22	0
United Kingdom	23185	FRENCH STYLE STORAGE JAR JAM	110.5	0
United Kingdom	90125D	PURPLE BERTIE GLASS BEAD BAG CHARM	110.03	0
United Kingdom	20731	POSY CANDY BAG	109.96	0
United Kingdom	85055	FRENCH ENAMEL UTENSIL HOLDER	109.71	0
United Kingdom	21278	VINTAGE KITCHEN PRINT PUDDINGS	109.65	0
United Kingdom	90124C	GREEN MURANO TWIST NECKLACE	109.54	0
United Kingdom	84051	ASS COLOUR GLOWING TIARAS	109.51	0
United Kingdom	90122A	PINK CRYSTAL+GLASS BRACELET	109.48	0
United Kingdom	84827	ASS DES PHONE SPONGE CRAFT STICKER	109	0
United Kingdom	16258A	SWIRLY CIRCULAR RUBBERS IN BAG	108.86	0
United Kingdom	90201C	RED ENAMEL FLOWER RING	108.82	0
United Kingdom	79190D	RETRO PLASTIC DAISY TRAY	108.08	0
United Kingdom	23041	PAPER LANTERN 6 POINT SNOW STAR	107.9	0
United Kingdom	84709B	PINK OVAL JEWELLED MIRROR	107.1	0
United Kingdom	21904	HOUSE WRECKING METAL SIGN	107.1	0
United Kingdom	21032	SPACE CADET WHITE	106.53	0
United Kingdom	90125A	PINK BERTIE GLASS BEAD BAG CHARM	106.24	0
United Kingdom	20657	TROPICAL LUGGAGE TAG	105.91	0
United Kingdom	20894	HANGING BAUBLE T-LIGHT HOLDER LARGE	105.76	0
United Kingdom	20898	VINTAGE NOTEBOOK TRAVELOGUE	105.73	0
United Kingdom	90016A	SILVER/M.O.P PENDANT ORBIT NECKLACE	105.71	0
United Kingdom	90185A	AMBER DIAMANTE EXPANDABLE RING	105.53	0
United Kingdom	90173	PAIR BUTTERFLY HAIR CLIPS	105.34	0
United Kingdom	90195A	PURPLE GEMSTONE BRACELET	105.14	0
United Kingdom	90161A	ANT COPPER RED BOUDICCA BRACELET	105.03	0
United Kingdom	85129C	BEADED CRYSTAL HEART BLUE SMALL	104.85	0
United Kingdom	35920	FOUR RABBIT EASTER DECORATIONS	104.84	0
United Kingdom	90070	RUBY GLASS CLUSTER BRACELET	104.79	0
United Kingdom	90210C	RED   ACRYLIC FACETED BANGLE	104.71	0
United Kingdom	90164A	PINK ROSEBUD PEARL BRACELET	103.97	0
United Kingdom	90214A	"LETTER ""A"" BLING KEY RING"	103.87	0
United Kingdom	84247E	PACK/12 XMAS FUN CARD	103.25	0
United Kingdom	90032	IVORY SHELL HEART NECKLACE	103.13	0
United Kingdom	72225C	LAVENDER SCENT CAKE CANDLE	102.96	0
United Kingdom	22879	NUMBER TILE VINTAGE FONT 0	102.46	0
United Kingdom	90130B	TURQ STONE/CRYSTAL EARRINGS	102.37	0
United Kingdom	84989a	75 GREEN FAIRY CAKE CASES	102.36	0
United Kingdom	90063A	WHITE VINT ART DECO CRYSTAL NECKLAC	102	0
United Kingdom	90196A	PURPLE GEMSTONE NECKLACE 45CM	102	0
United Kingdom	21420	OYSTER TRINKET BOX	101.54	0
United Kingdom	21109	"LARGE CAKE TOWEL, CHOCOLATE SPOTS"	101.53	0
United Kingdom	21518	BANK ACCOUNT  GREETING  CARD	101.48	0
United Kingdom	84870B	BLUE GEISHA GIRL	101.08	0
United Kingdom	84870C	GREEN GEISHA GIRL	101.05	0
United Kingdom	16033	MINI HIGHLIGHTER PENS	100.8	0
United Kingdom	35911B	PINK/FLOWER RABBIT EGG WARMER	100.76	0
United Kingdom	gift_0001_40	Dotcomgiftshop Gift Voucher Â£40.00	100.7	0
United Kingdom	21943	CAKES AND RABBITS DESIGN FLANNEL	100.63	0
United Kingdom	90010B	BLACK/WHITE GLASS/SILVER BRACELET	100.09	0
United Kingdom	84683	CLASSICAL ROSE CANDLESTAND	99.8	0
United Kingdom	23130	MISELTOE HEART WREATH	99.6	0
United Kingdom	17091A	LAVENDER INCENSE IN TIN	99.29	0
United Kingdom	23465	TUSCAN VILLA BIRD FEEDER	99	0
United Kingdom	23465	TUSCAN VILLA FEEDING STATION	99	0
United Kingdom	23191	BUNDLE OF 3 RETRO EXERCISE BOOKS	99	0
United Kingdom	23562	SET OF 6 RIBBONS PERFECTLY PRETTY	98.26	0
United Kingdom	35810B	ENAMEL BLUE RIM COFFEE CONTAINER	98.11	0
United Kingdom	85096	HILDA CANDY SPOT RABBIT	97.98	0
United Kingdom	84723	CHERRY BLOSSOM CANVAS ART PICTURE	97.95	0
United Kingdom	90208	PAIR OF PINK FLOWER CLUSTER SLIDE	97.56	0
United Kingdom	35916C	PINK FELT HANGING HEART W FLOWER	97.52	0
United Kingdom	90003D	CRYSTAL PAIR HEART HAIR SLIDES	97.26	0
United Kingdom	84801A	PINK HYDRANGEA ART FLOWER	96.6	0
United Kingdom	84457	SET/3 RABBITS FLOWER SKIPPPING ROPE	96.41	0
United Kingdom	82613A	"METAL SIGN,CUPCAKE SINGLE HOOK"	96.09	0
United Kingdom	23360	SET 8 CANDLES VINTAGE DOILEY	95.55	0
United Kingdom	21777	RECIPE BOX WITH METAL HEART	95.4	0
United Kingdom	90036D	"FLOWER GLASS GARLAND NECKL.36""BLACK"	95.35	0
United Kingdom	90178A	AMBER CHUNKY GLASS+BEAD NECKLACE	95.25	0
United Kingdom	72812	LARGE ZINC GLASS CANDLEHOLDER	95.2	0
United Kingdom	16052	TEATIME PUSH DOWN RUBBER	95.14	0
United Kingdom	84527	FLAMES SUNGLASSES PINK LENSES	95.1	0
United Kingdom	84666	SQUARE CHERRY BLOSSOM CABINET	94.8	0
United Kingdom	90081C	LILY BROOCH OLIVE COLOUR	94.65	0
United Kingdom	16156L	WRAP CAROUSEL	94.5	0
United Kingdom	23402	HOME SWEEET HOME 3 PEG HANGER	93.75	0
United Kingdom	23305	SET 4 PICNIC CUTLERY BLUEBERRY	93.6	0
United Kingdom	79144C	PAINTED LIGHTBULB RAINBOW DESIGN	93.56	0
United Kingdom	23478	WOODLAND LARGE PINK FELT HEART	93.47	0
United Kingdom	17084P	DRAGONS BLOOD INCENSE	93.1	0
United Kingdom	79144B	PAINTED LIGHTBULB STAR+ MOON	92.83	0
United Kingdom	20773	BLUE PAISLEY NOTEBOOK	92.4	0
United Kingdom	23477	WOODLAND LARGE BLUE FELT HEART	92.22	0
United Kingdom	23151	ZINC SWEETHEART SOAP DISH	92.11	0
United Kingdom	82615	PINK MARSHMALLOW SCARF KNITTING KIT	91.8	0
United Kingdom	90175B	PINK GLASS CHUNKY CHARM BRACELET	91.68	0
United Kingdom	20901	VINTAGE KEEPSAKE BOX PINK FLOWER	91.48	0
United Kingdom	47369B	BLUE GREEN EMBROIDERY COSMETIC BAG	91.34	0
United Kingdom	21196	ROUND WHITE CONFETTI IN TUBE	90.68	0
United Kingdom	21722	SWEET PUDDING STICKER SHEET	90.64	0
United Kingdom	85230F	JASMINE VOTIVE CANDLE	90.34	0
United Kingdom	21690	SILVER  CANDLEPOT JARDIN	90	0
United Kingdom	72051S	BAG OF SILVER STONES	89.95	0
United Kingdom	90003C	MIDNIGHT BLUE PAIR HEART HAIR SLIDE	89.92	0
United Kingdom	35833P	4 PINK FLOCK CHRISTMAS BALLS	89.72	0
United Kingdom	23463	VINTAGE ZINC WATERING CAN	89.65	0
United Kingdom	23611	SET 10 CARDS RED RIDING HOOD 17214	89.64	0
United Kingdom	35400	WOODEN BOX ADVENT CALENDAR	89.5	0
United Kingdom	90133	TEAL/FUSCHIA COL BEAD NECKLACE	89.45	0
United Kingdom	21372	MIRRORED WALL ART TABLE LAMP	89.3	0
United Kingdom	20892	SET/3 TALL GLASS CANDLE HOLDER PINK	89.22	0
United Kingdom	90170	DAISY HAIR BAND	89.18	0
United Kingdom	35637C	PINK STRING CURTAIN WITH POLE	89.16	0
United Kingdom	90123A	PINK HEART OF GLASS BRACELET	89.12	0
United Kingdom	35922	EASTER BUNNY WREATH	89.1	0
United Kingdom	35819B	"ACRYLIC HANGING JEWEL,BLUE"	88.57	0
United Kingdom	84984A	GREEN PEONY CUSHION COVER	88.35	0
United Kingdom	84306	S/3 PINK SQUARE PLANTERS ROSES	88.22	0
United Kingdom	21678	PAISLEY PATTERN  STICKERS	88.2	0
United Kingdom	35818P	"ACRYLIC JEWEL ICICLE, PINK"	87.97	0
United Kingdom	90146	FINE SILVER NECKLACE W PASTEL FLOWE	87.45	0
United Kingdom	23626	SET 10 CARDS DINKY TREE 17076	87.15	0
United Kingdom	90036E	"FLOWER GLASS GARLD NECKL36""AMETHYST"	87.1	0
United Kingdom	21038	SET/4 MODERN VINTAGE COTTON NAPKINS	86.75	0
United Kingdom	84744	S/6 SEW ON CROCHET FLOWERS	86.27	0
United Kingdom	84898F	YELLOW FLOWERS FELT HANDBAG KIT	86.03	0
United Kingdom	20701	PINK CAT FLORAL CUSHION COVER	85.97	0
United Kingdom	20622	VIP PASSPORT COVER	85.78	0
United Kingdom	90019B	GOLD M.O.P ORBIT BRACELET	85.72	0
United Kingdom	75172	PAINTED SEA SHELL METAL WINDCHIME	85.31	0
United Kingdom	90129F	RED GLASS TASSLE BAG CHARM	85.08	0
United Kingdom	90183A	AMBER DROP EARRINGS W LONG BEADS	84.99	0
United Kingdom	90185C	BLACK DIAMANTE EXPANDABLE RING	84.59	0
United Kingdom	20821	GOLDIE LOOKING MIRROR	84.15	0
United Kingdom	20796	SMALL BLUE PROVENCAL CERAMIC BALL	84.14	0
United Kingdom	23303	SET 4 PICNIC CUTLERY FONDANT	83.85	0
United Kingdom	20941	FROG CANDLE	83.78	0
United Kingdom	20795	LARGE BLUE PROVENCAL CERAMIC BALL	83.72	0
United Kingdom	22016	Dotcomgiftshop Gift Voucher Â£100.00	83.33	0
United Kingdom	90123C	GREEN HEART OF GLASS BRACELET	83.29	0
United Kingdom	84661A	WHITE SQUARE TABLE CLOCK	83.25	0
United Kingdom	90129A	PINK GLASS TASSLE BAG CHARM	82.98	0
United Kingdom	84881	BLUE WIRE SPIRAL CANDLE HOLDER	82.57	0
United Kingdom	23574	PACKING CHARGE	82.5	0
United Kingdom	35638A	PINK AND BLACK STRING CURTAIN	82.1	0
United Kingdom	16049	TEATIME GEL PENS ASST	82.08	0
United Kingdom	20664	TROPICAL HOLIDAY PURSE	81.66	0
United Kingdom	90175C	BLUE GLASS CHUNKY CHARM BRACELET	80.55	0
United Kingdom	21344	MOROCCAN BEATEN METAL DISH	80.49	0
United Kingdom	23370	SET 36 COLOUR PENCILS DOILEY	80	0
United Kingdom	90124A	PINK MURANO TWIST NECKLACE	79.66	0
United Kingdom	84984B	RED PEONY CUSHION COVER	79.05	0
United Kingdom	84847	FLORAL BATHROOM SET	78.75	0
United Kingdom	21370	MIRRORED WALL ART FOXY	78.3	0
United Kingdom	37479B	CUBIC MUG FLOCK BLUE ON BROWN	78.09	0
United Kingdom	90000A	RASPBERRY ANT COPPER FLOWER NECKLAC	77.91	0
United Kingdom	20869	GOLD FABRIC MIRROR	77.79	0
United Kingdom	20653	CHERRY BLOSSOM LUGGAGE TAG	77.72	0
United Kingdom	90129E	PURPLE GLASS TASSLE BAG CHARM	77.04	0
United Kingdom	20980	36 PENCILS TUBE POSY	76.91	0
United Kingdom	17090A	LAVENDER INCENSE 40 CONES IN TIN	76.85	0
United Kingdom	90129C	GREEN GLASS TASSLE BAG CHARM	76.81	0
United Kingdom	46000P	POLYESTER FILLER PAD 65CMx65CM	76.5	0
United Kingdom	84840	SWEETHEART CARRY-ALL BASKET	76.44	0
United Kingdom	90063B	BLACK VINT ART DEC CRYSTAL NECKLACE	76.32	0
United Kingdom	16207B	PINK HEART RED HANDBAG	76.14	0
United Kingdom	23496	PANTRY KITCHEN THERMOMETER	76.13	0
United Kingdom	72811	SMALL ZINC/GLASS CANDLEHOLDER	75.95	0
United Kingdom	20798	CLEAR MILKSHAKE GLASS	75.6	0
United Kingdom	21226	POCKET MIRROR WOODLAND	75.55	0
United Kingdom	90018B	GOLD M.O.P ORBIT DROP EARRINGS	75.48	0
United Kingdom	90163A	PINK ROSEBUD & PEARL NECKLACE	75.36	0
United Kingdom	21413	PERIWINKLE T-LIGHT HOLDER	75.02	0
United Kingdom	23061	VINTAGE ENGRAVED HEART	75	0
United Kingdom	90039D	FIRE POLISHED GLASS BRACELET GREEN	74.96	0
United Kingdom	23044	PAPER LANTERN 9 POINT HOLLY STAR 23	74.7	0
United Kingdom	23068	ALUMINIUM HEART	74.7	0
United Kingdom	23075	DOUBLE CERAMIC PARLOUR HOOK	74.7	0
United Kingdom	23131	MISELTOE HEART WREATH WHITE	74.7	0
United Kingdom	23467	VINTAGE ZINC PLANTER	74.68	0
United Kingdom	84249A	"GREETING CARD,SQUARE, DOUGHNUTS"	74.59	0
United Kingdom	85198	ASSORTED FARMYARD ANIMALS IN BUCKET	74.58	0
United Kingdom	79403	FROSTED WHITE BASE	74.47	0
United Kingdom	22285	"DECORATION HEN ON NEST, HANGING"	74.43	0
United Kingdom	79030D	"TUMBLER, BAROQUE"	74.14	0
United Kingdom	85197	SET OF 12 MINI BUNNIES IN A BUCKET	73.5	0
United Kingdom	20662	FIRST CLASS HOLIDAY PURSE	72.72	0
United Kingdom	84231	EASTER BUNNY WITH BASKET ON BACK	72.63	0
United Kingdom	23580	SNACK TRAY HAPPY FOREST	72.61	0
United Kingdom	20960	WATERMELON BATH SPONGE	72.49	0
United Kingdom	72801G	4 BURGUNDY WINE DINNER CANDLES	72.46	0
United Kingdom	85167B	BLACK GRAND BAROQUE PHOTO FRAME	72.44	0
United Kingdom	85049B	LUSH GREENS RIBBONS	72.42	0
United Kingdom	23304	SET 4 PICNIC CUTLERY CHERRY	72.15	0
United Kingdom	35933	PINK STOCKING CHRISTMAS DECORATION	72.07	0
United Kingdom	22950	SET OF 36 VINTAGE CHRISTMAS DOILIES	71.27	0
United Kingdom	17014A	ORIGAMI VANILLA INCENSE CONES	71.19	0
United Kingdom	90166	PINK & WHITE ROSEBUD RING	71.14	0
United Kingdom	35968	FOLK ART METAL HEART T-LIGHT HOLDER	71.08	0
United Kingdom	47589	CONGRATULATIONS BUNTING	70.85	0
United Kingdom	51020B	STRIPY DESIGN SHOWER CAP	70.57	0
United Kingdom	72780	BLACK SILOUETTE CANDLE PLATE	70.55	0
United Kingdom	90174	BUTTERFLY HAIR BAND	70.2	0
United Kingdom	23244	STORAGE TIN VINTAGE LEAF	70.2	0
United Kingdom	90051	CRACKED GLAZE NECKLACE RED	70.16	0
United Kingdom	16020C	CLEAR STATIONERY BOX SET	69.9	0
United Kingdom	90125C	TURQUOISE BERTIE GLASS BEAD CHARM	69.85	0
United Kingdom	46126A	ELVIS WALLHANGING / CURTAIN	69.84	0
United Kingdom	47369A	PINK GREEN EMBROIDERY COSMETIC BAG	69.7	0
United Kingdom	90199A	5 STRAND GLASS NECKLACE BLACK	69.63	0
United Kingdom	23464	VINTAGE ZINC WATERING CAN SMALL	69.4	0
United Kingdom	90099	NECKLACE+BRACELET SET BLUE HIBISCUS	68.73	0
United Kingdom	85188B	PINK METAL SWINGING BUNNY	68.7	0
United Kingdom	85026B	EAU DE NILE JEWELLED T-LIGHT HOLDER	68.57	0
United Kingdom	84927A	WAKE UP COCKEREL TILE HOOK	68.35	0
United Kingdom	20933	YELLOW POT PLANT CANDLE	68.1	0
United Kingdom	90151	SILVER/NATURAL SHELL NECKLACE	68	0
United Kingdom	22597	CHRISTMAS MUSICAL ZINC HEART	67.9	0
United Kingdom	90194	SILVER LARIAT BLACK STONE EARRINGS	67.87	0
United Kingdom	84247K	"FOLK ART GREETING CARD,pack/12"	67.85	0
United Kingdom	90000B	MIDNIGHT BLUE COPPER FLOWER NECKLAC	67.83	0
United Kingdom	81952V	ROUND PURPLE CLOCK WITH SUCKER	67.83	0
United Kingdom	21095	SET/6 POSIES PAPER PLATES	67.73	0
United Kingdom	84549	CROCHET WHITE RABBIT KEYRING	67.73	0
United Kingdom	84927E	FLOWERS TILE HOOK	67.56	0
United Kingdom	82011A	"BATHROOM SCALES, TROPICAL BEACH"	67.5	0
United Kingdom	35916A	YELLOW FELT HANGING HEART W FLOWER	67.39	0
United Kingdom	90185B	AMETHYST DIAMANTE EXPANDABLE RING	67.37	0
United Kingdom	90144	SILVER DROP EARRINGS WITH FLOWER	67.36	0
United Kingdom	37444A	YELLOW BREAKFAST CUP AND SAUCER	67.13	0
United Kingdom	90040B	MURANO STYLE GLASS BRACELET BLACK	66.7	0
United Kingdom	gift_0001_10	Dotcomgiftshop Gift Voucher Â£10.00	66.64	0
United Kingdom	23442	12 HANGING EGGS HAND PAINTED	66.56	0
United Kingdom	84686	BEACH HUT MIRROR	66.39	0
United Kingdom	84906	PINK B'FLY C/COVER W BOBBLES	66.27	0
United Kingdom	20663	QUEEN OF THE SKIES HOLIDAY PURSE	66.26	0
United Kingdom	84251B	"GREETING CARD, STICKY GORDON"	66.22	0
United Kingdom	23466	TUSCAN VILLA DOVECOTE	66	0
United Kingdom	20835	FRENCH LATTICE CUSHION COVER	65.8	0
United Kingdom	90211A	DIAMOND LAS VEGAS NECKLACE 45CM	65.15	0
United Kingdom	84531A	PINK KNITTED EGG COSY	64.99	0
United Kingdom	90101	WHITE FRANGIPANI NECKLACE	64.99	0
United Kingdom	84247N	PACK/12 BLUE FOLKART CARDS	64.9	0
United Kingdom	72799C	PINK PILLAR CANDLE SILVER FLOCK	64.9	0
United Kingdom	90186B	CRYSTAL HOOP EARRING FLORAL LEAF	64.58	0
United Kingdom	23235	BISCUIT TIN VINTAGE LEAF	64.56	0
United Kingdom	90214C	"LETTER ""C"" BLING KEY RING"	64.4	0
United Kingdom	90082D	DIAMANTE BOW BROOCH BLACK COLOUR	64.38	0
United Kingdom	79191B	RETRO PLASTIC POLKA TRAY	64.35	0
United Kingdom	90081A	LILY BROOCH AMETHYST COLOUR	64.35	0
United Kingdom	90036F	"FLOWER GLASS GARLD NECKL36""TURQUOIS"	64.08	0
United Kingdom	90181A	AMBER GLASS/SHELL/PEARL NECKLACE	64.04	0
United Kingdom	23253	16 PC CUTLERY SET PANTRY DESIGN	63.8	0
United Kingdom	90214S	"LETTER ""S"" BLING KEY RING"	63.75	0
United Kingdom	21692	SILVER LATTICE VANILLA CANDLE POT	63.75	0
United Kingdom	84875D	BLUE SQUARE COMPACT MIRROR	63.75	0
United Kingdom	84673A	PINK FLY SWAT	63.72	0
United Kingdom	90036C	"FLOWER GLASS GARLAND NECKL.36""BLUE"	63.5	0
United Kingdom	90196B	BLACK GEMSTONE NECKLACE 45CM	63.48	0
United Kingdom	90204	PAIR OF ENAMEL BUTTERFLY HAIRCLIP	63.42	0
United Kingdom	S	SAMPLES	63.05	0
United Kingdom	16169K	WRAP FOLK ART	63	0
United Kingdom	22039	BOTANICAL LILY GIFT WRAP	63	0
United Kingdom	84859B	BLUE DISCO HANDBAG	62.63	0
United Kingdom	84760S	SMALL HANGING GLASS+ZINC LANTERN	62.35	0
United Kingdom	85160B	BLACK BIRD GARDEN DESIGN MUG	62.24	0
United Kingdom	35819P	"ACRYLIC HANGING JEWEL,PINK"	61.99	0
United Kingdom	90162B	ANT SILVER LIME GREEN BOUDICCA RING	61.95	0
United Kingdom	20848	ZINC HEART LATTICE CHARGER SMALL	61.95	0
United Kingdom	16151A	FLOWERS HANDBAG blue and orange	61.25	0
United Kingdom	23541	"WALL ART ,PUDDINGS"	61.2	0
United Kingdom	84251G	"GREETING CARD, OVERCROWDED POOL."	61.02	0
United Kingdom	84985A	SET OF 72 GREEN PAPER DOILIES	60.9	0
United Kingdom	21655	HANGING RIDGE GLASS T-LIGHT HOLDER	60.84	0
United Kingdom	90065A	WHITE VINTAGE CRYSTAL BRACELET	60.75	0
United Kingdom	84984D	ORIENTAL RED CUSHION COVER	60.45	0
United Kingdom	84661C	PINK SQUARE TABLE CLOCK	60.38	0
United Kingdom	90022	EDWARDIAN DROP EARRINGS JET BLACK	60.24	0
United Kingdom	90155	RESIN NECKLACE W PASTEL BEADS	60.14	0
United Kingdom	23497	CLASSIC CROME BICYCLE BELL	60	0
United Kingdom	23614	SET 10 CARDS 12 DAYS WRAP  17058	59.94	0
United Kingdom	90003E	GREEN PAIR HEART HAIR SLIDES	59.92	0
United Kingdom	22847	"BREAD BIN, DINER STYLE, IVORY"	59.8	0
United Kingdom	22849	"BREAD BIN, DINER STYLE, MINT"	59.8	0
United Kingdom	23629	SET 10 CARDS DRESSING UP 17077	59.76	0
United Kingdom	84569B	PACK 3 FIRE ENGINE/CAR PATCHES	59.65	0
United Kingdom	84531B	BLUE KNITTED EGG COSY	59.48	0
United Kingdom	23537	I LOVE LONDON WALL ART	59.4	0
United Kingdom	23325	RUSTIC STRAWBERRY JAMPOT SMALL	59.4	0
United Kingdom	17012E	ORIGAMI OPIUM INCENSE/CANDLE SET	59.34	0
United Kingdom	79071B	ENGLISH ROSE METAL WASTE BIN	59	0
United Kingdom	84798A	PINK FOXGLOVE ARTIIFCIAL FLOWER	58.65	0
United Kingdom	90098	NECKLACE+BRACELET PINK BUTTERFLY	58.65	0
United Kingdom	90190C	SILVER/AMETHYST DROP EARRINGS LEAF	58.43	0
United Kingdom	90059A	DIAMANTE HAIR GRIP PACK/2 CRYSTAL	58.03	0
United Kingdom	16046	TEATIME PEN CASE & PENS	57.8	0
United Kingdom	16161G	WRAP BAD HAIR DAY	57.5	0
United Kingdom	84466	TOP SECRET PEN SET	57.5	0
United Kingdom	84597C	RETRO PINK BALL ASHTRAY	57.5	0
United Kingdom	85006	SET 4 NURSERY DES ROUND BOXES	57.25	0
United Kingdom	90086	CRYSTAL FROG PHONE CHARM	56.84	0
United Kingdom	90072	RUBY DROP CHANDELIER EARRINGS	56.77	0
United Kingdom	84806A	PINK CANDYSTUFT ARTIFICIAL FLOWER	56.55	0
United Kingdom	44236	PINK/PURPLE CIRCLE CURTAIN	56.52	0
United Kingdom	23413	DECROTIVEVINTAGE COFFEE GRINDER BOX	56.23	0
United Kingdom	90038A	GLASS AND PAINTED BEADS BRACELET TO	56.15	0
United Kingdom	84461	12 PINK HEN+CHICKS IN BASKET	56.1	0
United Kingdom	71495B	CD WALL TIDY RED FLOWERS	56.01	0
United Kingdom	23579	SNACK TRAY I LOVE LONDON	55.75	0
United Kingdom	90050	CRACKED GLAZE NECKLACE IVORY	55.72	0
United Kingdom	90177C	DROP DIAMANTE EARRINGS CRYSTAL	55.63	0
United Kingdom	90183B	AMETHYST DROP EARRINGS W LONG BEADS	55.28	0
United Kingdom	90023	FILIGREE DIAMANTE EARRINGS	55.02	0
United Kingdom	84750B	BLACK SMALL GLASS CAKE STAND	54.99	0
United Kingdom	90103	PURPLE FRANGIPANI NECKLACE	54.88	0
United Kingdom	90206A	GOLD DIAMANTE STAR BROOCH	54.82	0
United Kingdom	90210A	GREY ACRYLIC FACETED BANGLE	54.65	0
United Kingdom	90214L	"LETTER ""L"" BLING KEY RING"	54.6	0
United Kingdom	21336	GOLD WASHBAG	54.57	0
United Kingdom	90118	PINK DAISY BAG CHARM	54.42	0
United Kingdom	90108	BLUE BLOSSOM HAIR CLIP	54.3	0
United Kingdom	90040A	MURANO STYLE GLASS BRACELET RED	54.29	0
United Kingdom	84534B	FAIRY CAKE NOTEBOOK A5 SIZE	54.04	0
United Kingdom	20793	BLUE TILED TRAY	54	0
United Kingdom	79323B	BLACK CHERRY LIGHTS	54	0
United Kingdom	90012A	MIDNIGHT BLUE DROP CRYSTAL NECKLACE	53.76	0
United Kingdom	90035A	"PEARL & SHELL 42""NECKL. GREEN"	53.62	0
United Kingdom	20759	CHRYSANTHEMUM POCKET BOOK	53.55	0
United Kingdom	20760	GARDEN PATH POCKET BOOK	53.55	0
United Kingdom	20851	ZINC HEART LATTICE TRAY OVAL	53.55	0
United Kingdom	47586A	PINK FAIRY CAKE CUSHION COVER	53.55	0
United Kingdom	20697	LITTLE GREEN MONSTER SOFT TOY	53.55	0
United Kingdom	90123B	TURQUOISE HEART OF GLASS BRACELET	53.42	0
United Kingdom	90211B	JET BLACK LAS VEGAS NECKLACE 45CM	53.26	0
United Kingdom	21031	SPACE CADET BLACK	52.99	0
United Kingdom	90214J	"LETTER ""J"" BLING KEY RING"	52.9	0
United Kingdom	20857	BLUE ROSE PATCH PURSE PINK BUTTERFL	52.8	0
United Kingdom	84452	METAL RABBIT LADDER EASTER	52.7	0
United Kingdom	90214K	"LETTER ""K"" BLING KEY RING"	52.62	0
United Kingdom	90019C	SILVER BLACK ORBIT BRACELET	52.53	0
